Rating,Parent Asin,Main Category,Product Title,Retailer,Review,Word Count,Sentence Count
1,B079N9LKG3,Grocery,Honest Tea “Just” Black Tea 16 oz - Pack of 12,Honest Tea,"Horrible quality and taste!!! Cannot BELIEVE that so many people enjoyed this monstrosity of a product!! Maybe I got the expired beverage or something happened to it in the storage, but its IMPOSSIBLE to consume. I ordered it through Amazon Fresh, relying on great reviews and it being an organic product, immediately after delivery put it in the fridge but when I wanted to use it I got scared just by looking at the liquid inside-it was muddy, dirty, looked spoiled and disgusting. I can’t believe Honest company produces such bad quality product and Amazon sells it without any Quality Assurance control. Goes into garbage and WILL NEVER EVER buy anything from this company again!",116,6
1,B07VV7T465,Grocery,"Taylors of Harrogate Green Tea with Jasmine, 20 Count (Pack of 6)",Taylors of Harrogate,Tiny box full of foil packets. Half of what you used to get and I HATE foild packets! Don't buy its a rip off now. You used to get 80 sachets and now everything is foild wrapped and and half what you used to get! Lost a customer!,48,5
1,B0BTV3WHLX,Grocery,"Tostitos Avocado Salsa Cups, 3.625oz Cups (30 Pack)",Tostitos,"out of date almost. i received my order on march 4, and the jars expire at the end of the month.....not happy at all!!",25,1
1,B079TRNVHX,Grocery,"Tara's All Natural Handcrafted Gourmet Sea Salt Caramel: Small Batch, Kettle Cooked, Creamy & Individually Wrapped - 11.5 Ounce",Tara's,waste of $10. Doesn't say it has corn syrup anywhere on Amazon description so it is NOT worth $10!!,19,2
1,B0BMWRTFX2,Grocery,Wild Planet Wild Skipjack Light Tuna - Pack of 12 - 5 oz.12,Wild Planet,Giant rip off. Teeny tiny cans with only a foil top. Like 2 ounce cups. Taste is meh! Lots of oil. Cannot eat as is because of so much oil. Must be drained. Not a take along cause of foil top 😖,41,8
1,B006Y977LQ,Amazon Home,Cadbury Creme Egg - 1.41oz (40g) (Pack of 48),Cadbury,"not new, very touched up inside. Many were opened and closed up again. It seems dirty.",16,3
1,B004DNEQJG,Grocery,"Gefen Whole Organic Chestnuts, Roasted and Peeled , 5.2-Ounces (Pack of 6)",Gefen,"Disgusting, phony, not at all like chestnuts from street vendors in New York. Don't waste your money. Try to find REAL CHESTNUTS and roast them yourself. Here, they try to get them around Christmastime. As you can see from my other reviews, when I like something, I like it! I usually adhere to the motto: ""If you can't say something good, don't say anything"". This time is different.I have gone through five of the six bags, trying them by heating them up with salt, without salt and even trying them cold to see if there was any way they would taste good. They are HORRIBLE!They are NOT the hot roasted chestnuts my dad always bought little bags of for us every Christmas in New York, from the street vendors. Those were real and those were delicious. They had the right texture, also, not like these.I'm not sure what these things are, but they are NOT CHESTNUTS. I'm a New Yorker who moved south only a few years ago. I know roasted chestnuts. These are disgusting. I'm giving up and throwing away the last bag. I'd be too embarrassed to give them to my friends.",195,16
1,B07GBHKW1Z,Grocery,"BEN'S ORIGINAL Ready Rice Butter and Garlic Flavored Rice, Easy Dinner Side, 8.8 oz Pouch (Pack of 6)",BEN'S ORIGINAL,"Rice Arrived 2 weeks later than promised and they all expire in two months. These pack of rice (12 packages) arrived 2 weeks later than promised and the USE BY is the end of April 2023, that means they all expire in two months :(. Not a good thing",48,3
1,B01M6V5Q44,Grocery,Dark Chocolate & Orange Peel Florentins by La Maison d'Armorine (2.46 ounce),La Maison d'Armorine,"Tiny and arrived crushed. These are tiny. Eight pieces, but two bites each. One quarter of them arrived crushed. So for $14 I got twelve bites. Ridiculous.Second update: There is no ""tray"" as advertised.",34,6
1,B08JW7ZT9P,Grocery,"Krispy Kreme Classic, Single-Serve Keurig K-Cup Pods, Medium Roast Coffee Pods, 32 Count",Krispy Kreme,"weak taste, bland, and spews the grounds the worst is the very weak brew half a cup of 6 ozs",20,1
1,B07GZHR572,Grocery,"Imag!ne Parmesan Cheese Stars, 4.5 Ounce Bag",Imag!ne,"Not for me. I thought this was keto, it's not and they taste horrible on top of it.",18,2
1,B00VX1IPRK,Grocery,"Branston Original Pickle, 360 g",Branston,Seal was broken when I received it. The seal was broken on lid and there was no plastic covering on it. Anyone could have tampered with it. I didn't go through trouble of returning it though.,36,4
1,B000P6J14U,Grocery,"Green Seedless Grapes, 1 Bag",produce aisle,If you get any at all. You will want to weigh them.,12,2
1,B0C6G3BD8S,Grocery,"365 by Whole Foods Market, Tortilla Chips White Corn Salted Restaurant Style, 14 Ounce",365 by Whole Foods Market,"These chips were stale, broken and tasteless. Stale, tasteless and overpriced chips. Also, most of the chips were broken into small pieces that were impossible to use with any type of dip.Go to the grocery store and get high-quality, fresh, good-tasting chips for a fraction of the money.I definitely do NOT recommend buying this product.",57,3
1,B083N6R3FB,Grocery,"S.Pellegrino Sparkling Natural Mineral Water, 33.8 fl oz. Plastic Bottles (Pack of 12)",San Pellegrino,These were flat! I just needed to get to ... These were flat! I just needed to get to them and found them all flat with no fizzy. Very disappointing and really way to much trouble to return due to weight etc. :/,41,5
1,B09B8M41QF,Grocery,"Korean Sliced Rice Cakes – Chewy Tteok, Tteokbokkik, Rice Cake Soup, Halal, Vegan and Gluten Free Non-GMO 21.16 oz (7.05 oz X 3 Individual Pack) 떡국 떡, by Unha's Asian Snack Box",UNHA'S ASIAN SNACK BOX,Spoiled rice cakes😱! It was not eligible for refund or return,11,2
1,B0087EO42G,Grocery,"Frontier Soups Wyoming Fireside Beef Goulash Mix 6oz - Beef Goulash Soup Mix with Pepper, Lentils, Potatoes and Carrots - Instant soup Mix 6 ounces",Frontier Soups,Used by date covers directions. I had hoped to use this item but there is a used by date tag that covers up the directions. Attempts to try to pull it off were futile and it removed the directions as you're trying to get the tag off. I would like to try this but without being able to read the directions It seems impossible.,64,4
1,B01MUCDTLZ,Grocery,Hula Girl Indonesian Vanilla Beans Gourmet 6-7 Inches Long in Airtight Glass Tube - 5pcs.,Hula Girl,Disappointed. Glass tube arrived broken. Vanilla beans were stale and had some glass pieces in it. Had to throw in the trash. Waste of money.,25,5
1,B0BT7WXD9L,Grocery,Red Palm Oil (100% Pure) - 33.81 Oz.,Omni,Stop watching Dr. Oz. Tastes nasty. I bought this as a recommendation by Dr. Oz.,15,5
1,B08WT2VPTB,Grocery,"Lenny & Larry's The BOSS Cookie, Chocolate Chip, 2 oz, 16g Dairy & Plant Protein, 1g Sugar, 6g Fiber, 1g Net Carbs - 2 Ounce (Pack of 12)",Lenny & Larry's,"Ouch! Very filling, but perhaps that's just the effect of the intestinal gas it produced in me as well as my adult son. We were distended and uncomfortable.",28,3
1,B0BKKYWNV8,Grocery,Milk Chocolate Covered Cherries Bundle Includes 2-8 Oz Boxes of Cella Milk Chocolate Covered Cherries! Cellas Chocolate Covered Cherries are Kosher & Peanut Free! Comes With a BELLATAVO Fridge Magnet!,BELLATAVO,"they were old tasted bad. they were old. chocolate was old tasting Most all of them were broken, they all leak thru the package. Threw them in the TRASH. Do not waste your money.",34,3
1,B07BQXJ123,Grocery,"Squirrel Brand Sweet Brown Butter Cashews, 3.5 Ounces, Gluten Free, Vegetarian",Squirrel Brand,"Only 1 bag... and not healthy at all SO MUCH SUGAR. I found these under healthy snacks and it turns out it's a bag of sugar. The health benefits of the nut is not there at all. There's way too much sugar, and you only get 1 bag, which is a complete rip off.",54,4
1,B0C37T5JQR,Grocery,"NUTPODS Toasted Marshmallow Unsweetened Dairy Free Creamer, 11.2 FZ",nutpods,Use-by date one month old. I ordered a membership to get these nut pods monthly. January 28th order said use by February8. Last box swelled before opening. Feb 28 order for same product had Feb 8 use by date again. No returns accepted. It is not a sell by date—It says use by plus the boxes are bloated. I was afraid to use them.,66,8
1,B01AJE68BG,Grocery,"REESE'S Peanut Butter Candy Sticks, King Size (Pack of 24),5.2pounds",Reese's,Melted and expired. The box came very bent and in poor condition. The inside contents were all completely melted and all expiring within the next month. The Reese’s were not fresh. Not a good experience and won’t be ordering again. The item is not returnable either.,46,6
1,B07GSFHHMV,Grocery,XMRE Pepperoni Pizza (6),XMRE,TASTED AND LOOKED LIKE DOG FOOD... WHAT WAS THE SHREDDED GRAY STUFF ON TOP..?PEPPERONI..? NO WAY...YOU'LL BE SORRY...I KNOW I AM...YUCKY AND TASTELESS...,27,7
1,B0C7J83DMQ,Grocery,"Chocolate Lucky Charms Cereal with Marshmallows, 11 OZ",Lucky Charms,Very disappointed. This was not seal properly.. the box it was shipped in have most of the cereal than its actual bag. Do not buy,25,3
1,B07MSL729M,Grocery,"Amazon Brand - Happy Belly Peanut Butter Plenty Trail Mix, 16 Ounce (Pack of 2)",Happy Belly,"Received 2/24, expiration date is 3/5. Trail mix is good... however I ordered Feb 22, 2021, received Feb 24 (Prime delivery is fantastic) but the best by date imprinted on both bags is MAR 5, 2021..... so these 2 bags have to be consumed within 10 days of the delivery date, otherwise the freshness is questionable. I just think there should be at least 6 months before the best by date and the delivery date to the consumer. I would feel more confident in the product. See 2 photos. And no where is it noted on the Amazon listing that the expiration date is almost expired and you're buying an almost stale product.",115,6
1,B0C6648ZLG,Grocery,"French's Honey Mustard Dipping Sauce, 12 oz",French's,This stuff is awful. I love honey mustard but this stuff is down right awful...tastes like really bad mustard with a little honey and I mean very little honey stirred into it.. what a disappointment,36,2
1,B07ZWP43DK,Grocery,"Dr. John's Healthy Sweets Sugar-Free Caramel Lover's (11 count, 3.05 OZ)",Dr. John's Healthy Sweets,"Truly hideous. Godawful. They taste hideous, they stick to the paper, there simply isn’t a single positive thing to be said about these.",23,3
1,B009YTONJW,Grocery,"Jordan's Sugar-Free Flavored Skinny Syrup, Large 25.4-oz. Bottle (Lemon Elderflower) with Zero Carbs, Zero Sugar and Zero Calories",Jordan's Skinny Mixes,My least favorite of these syrup flavors. This mocha syrup sure didn't taste like any mocha I've ever had. It had a weird flavor and left a bad aftertaste.,29,3
1,B0C3KRT7XR,Grocery,Starbucks Medium Roast Ground Coffee — Breakfast Blend — 100% Arabica — 6 bags (12 oz. each),Starbucks,Be careful when purchasing from a unfamiliar vendor... I'm concerned that these pods are counterfeit as they do not have the Starbucks logo on them even though they were in a unopened Starbucks box when I received them. I contacted Starbucks and they informed me that all of there pods have the logo and I should not purchase any Starbucks products without there logo somewhere on them. I have replied to them that there was know way for me to know that until after the purchase and I opened the sealed box. Plus your pics and discription does not match what was delivered. I'm confused and concerned!,107,6
1,B00OCNNLIO,Grocery,"Marie Callender's Country Fried Chicken Breast Tenders, Frozen Meal, 12.3 oz",Marie Callender's,"What happened to Marie Calendars? This was a major disappointment. It was very small and while the mac and cheese was almost palatable, there was not enough of it, and the chicken definitely wasn't. It was like eating erasers--rubber (and there was not enough of that either). I guess I was spoiled by eating TJ's frozen food for a decade before the apocalypse. Now, I eat whatever I can get delivered. This was a zero-stars item. MC used to make good stuff (remember the chili and cornbread?). They have apparently lost their way.",95,9
1,B07KPQBW7F,Grocery,"Nerds Sour Big Chewy Candy, 10 Ounce, Pack of 1",Nerds,Not a Bit Chewy on the Inside 😲. Not a Bit Chewy on the Inside 😲.Very disappointed. Not much flavor either. Will not purchase again.,24,5
1,B08HB27GYP,Grocery,"MENTOS, MIXED FRUIT, 1.32 OUNCE",Mentos,Buy at the store! These (both times I've ordered them) were very hard to chew,15,2
1,B0C5H9P7N5,Grocery,"Epic Provisions Smoked Salmon Strips, Wild Caught, Paleo Friendly, 0.8 oz, 20 ct",Epic Provisions,These have to be a joke. Weird @F texture. Odd pairing of flavors. Usually don’t think of salmon and maple anything - but I saw the reviews and assumed it had to be good.Worst part is i can’t return them. Gross.,40,5
